videoId,title,thumbnail,relevant,theme
VUoM7p_Fb1k,BEST Python Libraries when getting started in Machine Learning!,https://i.ytimg.com/vi/VUoM7p_Fb1k/hqdefault.jpg,0,beginner python
FDyZ3TJKW-Y,Sentiment Analysis AI in 4sec Using Python || python programming #python,https://i.ytimg.com/vi/FDyZ3TJKW-Y/hqdefault.jpg,0,beginner python
aegyF26ppP4,How to learn Python fast for data analysis? #dataanalyst #python #pandas #numpy #matplotlib,https://i.ytimg.com/vi/aegyF26ppP4/hqdefault.jpg,0,beginner python
cAkMcPfY_Ns,I Built a Neural Network from Scratch,https://i.ytimg.com/vi/cAkMcPfY_Ns/hqdefault.jpg,0,beginner python
h2KD4kiCRAc,Beginner Programming Project Tier List 👩‍💻 #software #programming #technology #code,https://i.ytimg.com/vi/h2KD4kiCRAc/hqdefault.jpg,1,beginner python
4Dn1vqg4Kc0,Should you do dsa using python? 🤔 | DSA | Python | Machine Learning | GFG #geeksforgeeks,https://i.ytimg.com/vi/4Dn1vqg4Kc0/hqdefault.jpg,0,beginner python
9v7b8gOIkjw,One Reason You May Struggle To Learn ML/AI,https://i.ytimg.com/vi/9v7b8gOIkjw/hqdefault.jpg,0,beginner python
PopKlyqTPAI,AI vs ML vs DL vs DS: What&#39;s the Difference?,https://i.ytimg.com/vi/PopKlyqTPAI/hqdefault.jpg,0,beginner python
VQbgP06ZuOo,Python Roadmap for beginner to advance 🔥🔥,https://i.ytimg.com/vi/VQbgP06ZuOo/hqdefault.jpg,1,beginner python
ZR_qTzqIVvY,Learn Python FAST with AI (step by step beginner),https://i.ytimg.com/vi/ZR_qTzqIVvY/hqdefault.jpg,1,beginner python
9crcSlhReas,Python Bytes - Linear Regression Prediction #python #datascience #coding Code in Description,https://i.ytimg.com/vi/9crcSlhReas/hqdefault.jpg,0,beginner python
5B41CPvYMjY,The Ultimate Python Roadmap: From Beginner to Expert in 2025!,https://i.ytimg.com/vi/5B41CPvYMjY/hqdefault.jpg,1,beginner python
UsfpzxZNsPo,Python Essentials for AI Agents – Tutorial,https://i.ytimg.com/vi/UsfpzxZNsPo/hqdefault.jpg,0,beginner python
0YdpwSYMY6I,All Machine Learning Models Clearly Explained!,https://i.ytimg.com/vi/0YdpwSYMY6I/hqdefault.jpg,0,beginner python
-IvNzmrcyUM,Simple Machine Learning Code Tutorial for Beginners with Sklearn Scikit-Learn,https://i.ytimg.com/vi/-IvNzmrcyUM/hqdefault.jpg,0,beginner python
yZl5FJ3ChkI,Python Roadmap For Beginners (Step By Step),https://i.ytimg.com/vi/yZl5FJ3ChkI/hqdefault.jpg,1,beginner python
s5MJpRBQLgo,Python Full Course 2026 | Beginner to Advanced with AI Projects | Saumya Singh,https://i.ytimg.com/vi/s5MJpRBQLgo/hqdefault.jpg,1,beginner python
MZsUalDCQpw,Dictionary Views are Awesome in Python,https://i.ytimg.com/vi/MZsUalDCQpw/hqdefault.jpg,0,beginner python
mRMmlo_Uqcs,you need to learn Python RIGHT NOW!! // EP 1,https://i.ytimg.com/vi/mRMmlo_Uqcs/hqdefault.jpg,1,beginner python
K5KVEU3aaeQ,Python Full Course for Beginners,https://i.ytimg.com/vi/K5KVEU3aaeQ/hqdefault.jpg,1,beginner python
VN9Y-E-umwE,Python 3.14 is INSANE 💻🐍,https://i.ytimg.com/vi/VN9Y-E-umwE/hqdefault.jpg,0,beginner python
fXxUYb0s-pc,Impress your crush using Python Code ❤️,https://i.ytimg.com/vi/fXxUYb0s-pc/hqdefault.jpg,0,beginner python
_uQrJ0TkZlc,Python Full Course for Beginners,https://i.ytimg.com/vi/_uQrJ0TkZlc/hqdefault.jpg,1,beginner python
ix9cRaBkVe0,Python Full Course for free 🐍,https://i.ytimg.com/vi/ix9cRaBkVe0/hqdefault.jpg,1,beginner python
W-8j4MrsX2s,Amazing Flower Design using Python turtle 🐢 #python #coding #funny #viral #trending #design,https://i.ytimg.com/vi/W-8j4MrsX2s/hqdefault.jpg,0,beginner python
VlofYskOTfE,3 Python MISTAKES You Should Avoid!! #python #programming #coding,https://i.ytimg.com/vi/VlofYskOTfE/hqdefault.jpg,0,beginner python
c0MNpou4zOA,How to create a virus using python🦠,https://i.ytimg.com/vi/c0MNpou4zOA/hqdefault.jpg,0,beginner python
ZqS_lnqSgeY,3 EASY Python Project Ideas!! #python #programming #coding,https://i.ytimg.com/vi/ZqS_lnqSgeY/hqdefault.jpg,1,beginner python
kqtD5dpn9C8,Python for Beginners - Learn Coding with Python in 1 Hour,https://i.ytimg.com/vi/kqtD5dpn9C8/hqdefault.jpg,1,beginner python
q2-pnQffZik,Learn Python for FREE in 2025,https://i.ytimg.com/vi/q2-pnQffZik/hqdefault.jpg,1,beginner python
Rq5gJVxz55Q,Python Full Course for Beginners (13 Hours) – From Zero to Hero,https://i.ytimg.com/vi/Rq5gJVxz55Q/hqdefault.jpg,1,beginner python
Ix5cKThAa3E,Python Coding Basics: Get Started with VSCode,https://i.ytimg.com/vi/Ix5cKThAa3E/hqdefault.jpg,1,beginner python
DSshk8M-ZXE,C++ Vs Python,https://i.ytimg.com/vi/DSshk8M-ZXE/hqdefault.jpg,0,beginner python
eWRfhZUzrAc,Python for Beginners – Full Course [Programming Tutorial],https://i.ytimg.com/vi/eWRfhZUzrAc/hqdefault.jpg,1,beginner python
7eh4d6sabA0,Python Machine Learning Tutorial (Data Science),https://i.ytimg.com/vi/7eh4d6sabA0/hqdefault.jpg,0,dogs
PeMlggyqz0Y,Machine Learning Explained in 100 Seconds,https://i.ytimg.com/vi/PeMlggyqz0Y/hqdefault.jpg,0,dogs
oD8W_xFWo3A,The Python Needed for AI/ML (Complete Roadmap),https://i.ytimg.com/vi/oD8W_xFWo3A/hqdefault.jpg,0,dogs
n-8S90vzE5s,Top Python Libraries &amp; Frameworks You NEED to Know! 🐍,https://i.ytimg.com/vi/n-8S90vzE5s/hqdefault.jpg,0,dogs
8xUher8-5_Q,How I&#39;d Learn ML/AI FAST If I Had to Start Over,https://i.ytimg.com/vi/8xUher8-5_Q/hqdefault.jpg,0,dogs
qNxrPri1V0I,Learn Machine Learning Like a GENIUS and Not Waste Time,https://i.ytimg.com/vi/qNxrPri1V0I/hqdefault.jpg,0,dogs
0B5eIE_1vpU,Scikit-learn Crash Course - Machine Learning Library for Python,https://i.ytimg.com/vi/0B5eIE_1vpU/hqdefault.jpg,0,dogs
gmvvaobm7eQ,Machine Learning Tutorial Python -1: What is Machine Learning?,https://i.ytimg.com/vi/gmvvaobm7eQ/hqdefault.jpg,0,dogs
7IgVGSaQPaw,The Complete Machine Learning Roadmap,https://i.ytimg.com/vi/7IgVGSaQPaw/hqdefault.jpg,0,dogs
SW0YGA9d8y8,Python Machine Learning for Dummies: Scikit-Learn Tutorial for Beginners,https://i.ytimg.com/vi/SW0YGA9d8y8/hqdefault.jpg,0,dogs
su28s_4sNaM,Why bother learning Python for ML?,https://i.ytimg.com/vi/su28s_4sNaM/hqdefault.jpg,0,dogs
uWEIaF0PNGg,Python OPTIMIZATION Trick!!  #python #programming #coding,https://i.ytimg.com/vi/uWEIaF0PNGg/hqdefault.jpg,0,dogs
YhmtBmyQt18,Python Skills You NEED Before Machine Learning,https://i.ytimg.com/vi/YhmtBmyQt18/hqdefault.jpg,0,dogs
g6Cyw3prtHY,Building an ML Model in 60 seconds! 🤖💻 #programming #coding #machinelearning,https://i.ytimg.com/vi/g6Cyw3prtHY/hqdefault.jpg,0,dogs
sbmPMtQkjxY,Machine Learning Full Course #education #ai #ml #python #dataanalysis #datascience,https://i.ytimg.com/vi/sbmPMtQkjxY/hqdefault.jpg,0,dogs
29ZQ3TDGgRQ,Build your first machine learning model in Python,https://i.ytimg.com/vi/29ZQ3TDGgRQ/hqdefault.jpg,0,dogs
vdRp_w9f-qM,I can&#39;t STOP reading these Machine Learning Books!,https://i.ytimg.com/vi/vdRp_w9f-qM/hqdefault.jpg,0,dogs
ygXn5nV5qFc,Python for AI - Full Beginner Course,https://i.ytimg.com/vi/ygXn5nV5qFc/hqdefault.jpg,0,dogs
xS31Se82pQo,DEEP LEARNING ROADMAP 👨‍💻. #deeplearning  #machinelearning #python,https://i.ytimg.com/vi/xS31Se82pQo/hqdefault.jpg,0,dogs
_DIJ4p3ZNQM,This 15-Year-Old Show Predicted the Danger of AI 💀📺 #ai #turingtest #artificialintelligence,https://i.ytimg.com/vi/_DIJ4p3ZNQM/hqdefault.jpg,0,Python
xoKCsCd6vsA,Machine learning for beginners 101,https://i.ytimg.com/vi/xoKCsCd6vsA/hqdefault.jpg,0,Python
qSn8dVI9V5I,The scale of training LLMs,https://i.ytimg.com/vi/qSn8dVI9V5I/hqdefault.jpg,0,Python
ivVZgOhB0ag,Concept Of Machine Learning - Explained Simply,https://i.ytimg.com/vi/ivVZgOhB0ag/hqdefault.jpg,0,Python
Lb0JzFtTmBs,Part 2 - Supervised Learning | Complete Machine Learning Course for Beginners | Sheryians AI School,https://i.ytimg.com/vi/Lb0JzFtTmBs/hqdefault.jpg,0,Python
AEOcss20nDA,Hamiltonian Neural Networks (HNN) [Physics Informed Machine Learning],https://i.ytimg.com/vi/AEOcss20nDA/hqdefault.jpg,0,Python
-8qzzN7CWxA,Machine Learning is Probably Not a Good Career for You,https://i.ytimg.com/vi/-8qzzN7CWxA/hqdefault.jpg,0,Python
7uwa9aPbBRU,Introduction To Machine Learning Algorithms In Hindi,https://i.ytimg.com/vi/7uwa9aPbBRU/hqdefault.jpg,0,Python
gqsYY4LKwFI,CNN(Convolutional Neural Network) Visualization,https://i.ytimg.com/vi/gqsYY4LKwFI/hqdefault.jpg,0,Python
m0fmBY4t5BI,Convolutional Neural Network (CNN) – explained simply,https://i.ytimg.com/vi/m0fmBY4t5BI/hqdefault.jpg,0,Python
MW_YKk8HSSU,#Class 8th Maths #Introduction to Graphs &amp; Data Handling#CBSE##education #new,https://i.ytimg.com/vi/MW_YKk8HSSU/hqdefault.jpg,0,Python
LXosuQEOLn0,AI Learns to Dodge  #ai #deeplearning #aiwarehouse,https://i.ytimg.com/vi/LXosuQEOLn0/hqdefault.jpg,0,Python
hR-tMLTMw0s,Machine Learning Full Course | Beginner to Advanced (FREE) 2026,https://i.ytimg.com/vi/hR-tMLTMw0s/hqdefault.jpg,0,Python
44X9Mam8foQ,Liquid Neural Networks,https://i.ytimg.com/vi/44X9Mam8foQ/hqdefault.jpg,0,Python
VXU4LSAQDSc,Learn NumPy in 1 hour! 🔢,https://i.ytimg.com/vi/VXU4LSAQDSc/hqdefault.jpg,1,Python
N9NXsvY8RZ0,Struggling With Machine Learning? Watch This First #machinelearning,https://i.ytimg.com/vi/N9NXsvY8RZ0/hqdefault.jpg,0,Dogs
GqXz1kCwtck,biologically inspired spiking neural networks without backpropagation.,https://i.ytimg.com/vi/GqXz1kCwtck/hqdefault.jpg,0,Dogs
0mtXae5HhTE,Você sabe o que é Machine Learning? - @CursoemVideo Inteligência Artificial,https://i.ytimg.com/vi/0mtXae5HhTE/hqdefault.jpg,0,Dogs
PopKlyqTPAI,AI vs ML vs DL vs DS: What&#39;s the Difference?,https://i.ytimg.com/vi/PopKlyqTPAI/hqdefault.jpg,0,Dogs
qSn8dVI9V5I,The scale of training LLMs,https://i.ytimg.com/vi/qSn8dVI9V5I/hqdefault.jpg,0,Dogs
mJeNghZXtMo,What is Artificial Intelligence (or Machine Learning)?,https://i.ytimg.com/vi/mJeNghZXtMo/hqdefault.jpg,0,Dogs
DpzZVnwxxvY,sewing machine ki shuttle kese saaf kre#machinelearning #beginners,https://i.ytimg.com/vi/DpzZVnwxxvY/hqdefault.jpg,0,Dogs
SXnHqFGLNxA,"Give Me 40 min, I&#39;ll Make Neural Network Click Forever",https://i.ytimg.com/vi/SXnHqFGLNxA/hqdefault.jpg,0,Cats
9jc9LZO-jZ8,Reinforced Learning Neural Networks AI Trading MNQ Futures..LIVE,https://i.ytimg.com/vi/9jc9LZO-jZ8/hqdefault_live.jpg,0,Cats
xrQ1YH0PnrM,¿Qué es machine learning? Aprendizaje automático,https://i.ytimg.com/vi/xrQ1YH0PnrM/hqdefault.jpg,0,Cats
iNxviemS3hI,What is Unsupervised Learning in machine learning?,https://i.ytimg.com/vi/iNxviemS3hI/hqdefault.jpg,0,Cats
600k_das5rc,"What is TRAIN, TEST and VALIDATION sets in Machine Learning",https://i.ytimg.com/vi/600k_das5rc/hqdefault.jpg,0,Cats
t-NW-1BiD7A,Pengertian Machine learning,https://i.ytimg.com/vi/t-NW-1BiD7A/hqdefault.jpg,0,Cats
EeIRSOmlkvU,"Вас тоже бесят такие универсальные ответы? Как будто нейросети, а не люди 🫠",https://i.ytimg.com/vi/EeIRSOmlkvU/hqdefault.jpg,0,Cats
1fcfZ_Ne8ok,Machine Learning with Python Full Course [2026] | Machine Learning - Beginner to Advanced | Edureka,https://i.ytimg.com/vi/1fcfZ_Ne8ok/hqdefault.jpg,0,Cats
TGseHnVTikg,How Tesla Optimus Gen 3 Uses AI5 for Factory Autonomy #elonmusk #optimus #gen3 #tesla #grok,https://i.ytimg.com/vi/TGseHnVTikg/hqdefault.jpg,0,Cats
qWK7yW8oS0I,10.12: Neural Networks: Feedforward Algorithm Part 1 - The Nature of Code,https://i.ytimg.com/vi/qWK7yW8oS0I/hqdefault.jpg,0,Cats
ytocFOJg47Q,Bagging vs Boosting #datascience #machinelearning #bagging #boosting #ensemble #statistics,https://i.ytimg.com/vi/ytocFOJg47Q/hqdefault.jpg,0,Cats
fzbynWNusTU,36. Backpropagation Explained in Telugu | Neural Networks Concept | Deep Learning,https://i.ytimg.com/vi/fzbynWNusTU/hqdefault.jpg,0,Cats
FEh6IaqKc_4,Three layers of Convolutional Neural Network (CNN) | Deep Learning #artificialintelligence #shorts,https://i.ytimg.com/vi/FEh6IaqKc_4/hqdefault.jpg,0,Cats
XmSlFPDjKdc,Machine Learning in Python: Building a Classification Model,https://i.ytimg.com/vi/XmSlFPDjKdc/hqdefault.jpg,0,Cats
LGCZ-Fhm48c,AI Full Course 2025 | AI Tutorial for Beginners | Artificial Intelligence Course | Simplilearn,https://i.ytimg.com/vi/LGCZ-Fhm48c/hqdefault.jpg,0,Cats
k5jn6shPdlo,AI Engineer Roadmap: Essential Steps,https://i.ytimg.com/vi/k5jn6shPdlo/hqdefault.jpg,0,Cats
kft1AJ9WVDk,Create a Simple Neural Network in Python from Scratch,https://i.ytimg.com/vi/kft1AJ9WVDk/hqdefault.jpg,1,Models
TkwXa7Cvfr8,Watching Neural Networks Learn,https://i.ytimg.com/vi/TkwXa7Cvfr8/hqdefault.jpg,1,ml models
4C0i332AJxM,🧠 Neural Networks - 1 Intro &amp; Architecture | ⚡One-Shot | AKTU B. Tech Electrical Engineering BEE056,https://i.ytimg.com/vi/4C0i332AJxM/hqdefault.jpg,1,ml models
VPlFpvLOgtQ,Code your first Neural Network with TensorFlow,https://i.ytimg.com/vi/VPlFpvLOgtQ/hqdefault.jpg,1,ml models
b093aqAZiPU,👩‍💻 Python for Beginners Tutorial,https://i.ytimg.com/vi/b093aqAZiPU/hqdefault.jpg,0,ml models
dRkehLL19Wo,The Physics of A.I.,https://i.ytimg.com/vi/dRkehLL19Wo/hqdefault.jpg,1,ml models
qmqCYC-MBQo,Project 9. Heart Disease Prediction using Machine Learning with Python | Machine Learning Projects,https://i.ytimg.com/vi/qmqCYC-MBQo/hqdefault.jpg,1,ml models
N9QY_fKXtFc,Neural Networks Explained: Step-by-Step Walkthrough,https://i.ytimg.com/vi/N9QY_fKXtFc/hqdefault.jpg,1,ml models
mozBidd58VQ,Building a Neural Network with PyTorch in 15 Minutes | Coding Challenge,https://i.ytimg.com/vi/mozBidd58VQ/hqdefault.jpg,1,ml models
FzVkDDjaRAY,Machine Learning Interview Questions asked 90% of the time | Check the Description Perfect eLearning,https://i.ytimg.com/vi/FzVkDDjaRAY/hqdefault.jpg,0,numpy
eLrtufRomh8,Understanding Model Predictions with SHAP - XGBoost vs Neural Networks (375),https://i.ytimg.com/vi/eLrtufRomh8/hqdefault.jpg,0,numpy
RF53NPPhBmE,Do you ACTUALLY NEED math for Machine Learning?,https://i.ytimg.com/vi/RF53NPPhBmE/hqdefault.jpg,0,numpy
YOfsksAM4OI,Machine Learning Explained in Tamil 🔥 | What Is Machine Learning? | Introduction to ML | 2025 #ai,https://i.ytimg.com/vi/YOfsksAM4OI/hqdefault.jpg,0,numpy
9gGnTQTYNaE,What is Machine Learning?,https://i.ytimg.com/vi/9gGnTQTYNaE/hqdefault.jpg,0,numpy
CqOfi41LfDw,The Essential Main Ideas of Neural Networks,https://i.ytimg.com/vi/CqOfi41LfDw/hqdefault.jpg,0,numpy
eaMDDseIL7E,How to create graphics using Python turtle 🐍🐢 #coding,https://i.ytimg.com/vi/eaMDDseIL7E/hqdefault.jpg,0,numpy
Kdsp6soqA7o,Machine Learning Fundamentals: The Confusion Matrix,https://i.ytimg.com/vi/Kdsp6soqA7o/hqdefault.jpg,0,numpy
bAlhKZBuwJM,Deep Learning Explained  Neural Networks Simplified,https://i.ytimg.com/vi/bAlhKZBuwJM/hqdefault.jpg,0,numpy
pj9-rr1wDhM,Convolutional Neural Networks Explained (CNN Visualized),https://i.ytimg.com/vi/pj9-rr1wDhM/hqdefault.jpg,0,numpy
E0Hmnixke2g,All Machine Learning algorithms explained in 17 min,https://i.ytimg.com/vi/E0Hmnixke2g/hqdefault.jpg,0,numpy
RnA5bV4Vz8E,Introduction to Machine Learning by Dr Adnan Amin,https://i.ytimg.com/vi/RnA5bV4Vz8E/hqdefault.jpg,0,numpy
r0l_yD7guYc,Machine Learning Engineer Salary | Machine Learning Roadmap | ML Engineer Salary |ML Engineer Skills,https://i.ytimg.com/vi/r0l_yD7guYc/hqdefault.jpg,0,numpy
UEs6EWYLifU,Mastering Linear Algebra for Machine Learning | Day 30 of AI/ML Journey in Python,https://i.ytimg.com/vi/UEs6EWYLifU/hqdefault.jpg,1,numpy
WVeKQJhfcMc,5 point summary + Box plot | VTU Machine Learning | BCS602,https://i.ytimg.com/vi/WVeKQJhfcMc/hqdefault.jpg,0,numpy
4Qj5y0Vtdds,I Created a New Kind of AI with No Neural Nets,https://i.ytimg.com/vi/4Qj5y0Vtdds/hqdefault.jpg,0,Maths
ZVu9YZcwiCs,🔥How to Become a Machine Learning Engineer in 2025? | ML Engineer Roadmap | Intellipaat #shorts,https://i.ytimg.com/vi/ZVu9YZcwiCs/hqdefault.jpg,0,Maths
8yZTriANUrA,confusion matrix in machine learning | How to read confusion matrix #coding #codingdidi,https://i.ytimg.com/vi/8yZTriANUrA/hqdefault.jpg,1,Maths
ubpqzR2HK4s,НОВЫЙ УЛЬТРАТОНКИЙ СМАРТФОН,https://i.ytimg.com/vi/ubpqzR2HK4s/hqdefault.jpg,0,Maths
0QczhVg5HaI,Why Neural Networks can learn (almost) anything,https://i.ytimg.com/vi/0QczhVg5HaI/hqdefault.jpg,0,Maths
vmh4EGftMg0,Machine Learning Terms you should definitely know!,https://i.ytimg.com/vi/vmh4EGftMg0/hqdefault.jpg,0,Maths
jEJD8M6rNoo,Python for Machine Learning: Skills That Actually Get You Hired (Complete Roadmap!),https://i.ytimg.com/vi/jEJD8M6rNoo/hqdefault.jpg,0,Maths
2wTRQqoDM1A,Learn Machine Learning Like a GENIUS and Not Waste Time,https://i.ytimg.com/vi/2wTRQqoDM1A/hqdefault.jpg,0,Maths
k9V3DapHEDA,Machine Learning Algorithms Full Course | Machine Learning Algorithms Explained | Simplilearn,https://i.ytimg.com/vi/k9V3DapHEDA/hqdefault.jpg,0,python machine learning
vdRp_w9f-qM,I can&#39;t STOP reading these Machine Learning Books!,https://i.ytimg.com/vi/vdRp_w9f-qM/hqdefault.jpg,0,python machine learning
jDe5BAsT2-Y,Convolutional Neural Networks from Scratch | In Depth,https://i.ytimg.com/vi/jDe5BAsT2-Y/hqdefault.jpg,0,python machine learning
XxZ0BibMTjw,Artificial neural networks (ANN) - explained super simple,https://i.ytimg.com/vi/XxZ0BibMTjw/hqdefault.jpg,0,python machine learning
6C5HN_4SkFU,The Math behind Neural Networks | Backpropagation simplified for beginners | Deep Learning basics,https://i.ytimg.com/vi/6C5HN_4SkFU/hqdefault.jpg,0,python machine learning
4b4MUYve_U8,Stanford CS229: Machine Learning - Linear Regression and Gradient Descent |  Lecture 2 (Autumn 2018),https://i.ytimg.com/vi/4b4MUYve_U8/hqdefault.jpg,0,python machine learning
JNERINTuZ1s,Graph Neural Network Tasks #machinelearning #datascience #deeplearning,https://i.ytimg.com/vi/JNERINTuZ1s/hqdefault.jpg,0,python machine learning
C_tOTeRhoz4,convolutional Neural Network ||CNN ||Deep Learning #convolutionalneuralnetworks #cnn #Deep Learning,https://i.ytimg.com/vi/C_tOTeRhoz4/hqdefault.jpg,0,python machine learning
eKzHKGVIZMk,Physics-Informed Neural Networks (PINNs) - Conor Daly | Podcast #120,https://i.ytimg.com/vi/eKzHKGVIZMk/hqdefault.jpg,0,python machine learning
ayOOMlgb320,Backpropagation in Neural Networks | Back Propagation Algorithm with Examples | Simplilearn,https://i.ytimg.com/vi/ayOOMlgb320/hqdefault.jpg,0,python machine learning
hgARO7_a0n0,Why Activation Function is Must in ANN | Artificial Neural Network,https://i.ytimg.com/vi/hgARO7_a0n0/hqdefault.jpg,0,python machine learning
mntQcINLmoA,Deep Learning | Artificial Neural Network | Sinhala,https://i.ytimg.com/vi/mntQcINLmoA/hqdefault.jpg,0,python machine learning
nCLyiny-Scs,Neural Networks Explained in Simple Terms | Intellipaat #shorts,https://i.ytimg.com/vi/nCLyiny-Scs/hqdefault.jpg,0,python machine learning
0aDq6ax6kGQ,Biological and Artificial Neural Network | Basic Concepts | Neural Networks,https://i.ytimg.com/vi/0aDq6ax6kGQ/hqdefault.jpg,0,python machine learning
20g0DnJWI3Q,Why neural networks use activation functions.,https://i.ytimg.com/vi/20g0DnJWI3Q/hqdefault.jpg,0,python machine learning
4lCma0YTqSU,👉 Top AI Algorithms You Must Know in 2026 🚀 #shorts #ai #viral #trending #explore,https://i.ytimg.com/vi/4lCma0YTqSU/hqdefault.jpg,0,python machine learning
pv5DAtLQTjc,How to learn the math behind Machine Learning (for free),https://i.ytimg.com/vi/pv5DAtLQTjc/hqdefault.jpg,0,python machine learning
lAEZU9TRtTE,Neural Networks in 2 minutes,https://i.ytimg.com/vi/lAEZU9TRtTE/hqdefault.jpg,0,python machine learning
LA2S_GjlnXI,Clustering in Unsupervised Learning explained in easy way! Must Know Machine Learning topics!,https://i.ytimg.com/vi/LA2S_GjlnXI/hqdefault.jpg,0,python machine learning
tVHMuFi3584,Complete Machine Learning Course in 60 Hours - Part 2 | Full Machine Learning Course for Beginners,https://i.ytimg.com/vi/tVHMuFi3584/hqdefault.jpg,0,python machine learning
RF53NPPhBmE,Do you ACTUALLY NEED math for Machine Learning?,https://i.ytimg.com/vi/RF53NPPhBmE/hqdefault.jpg,0,python machine learning
alqiFPGXG4g,"Попросили Дмитрия Халипова, автора книги «Нейросети для родителей», рассказать, что работает сейчас.",https://i.ytimg.com/vi/alqiFPGXG4g/hqdefault.jpg,0,python machine learning
kG2lAPBF7zA,Stanford CS231N | Spring 2025 | Lecture 7: Recurrent Neural Networks,https://i.ytimg.com/vi/kG2lAPBF7zA/hqdefault.jpg,0,python machine learning
bwjX1cppXD8,6 machine learning projects with source code 🧑‍💻 #shorts #coding #ai #ml #projects #ideas,https://i.ytimg.com/vi/bwjX1cppXD8/hqdefault.jpg,0,python machine learning
HUWSd-rWgos,Wie man einen Dummy Scaler in Machine Learning Pipelines verwendet,https://i.ytimg.com/vi/HUWSd-rWgos/hqdefault.jpg,0,python machine learning
hhGPiDrUe1c,AI &amp; ML Full Course 2026 | Complete Artificial Intelligence and Machine Learning Tutorial |  Edureka,https://i.ytimg.com/vi/hhGPiDrUe1c/hqdefault.jpg,0,python machine learning
_tEAUa4kV9M,Logistic Regression in Machine Learning,https://i.ytimg.com/vi/_tEAUa4kV9M/hqdefault.jpg,0,python machine learning
AEOcss20nDA,Hamiltonian Neural Networks (HNN) [Physics Informed Machine Learning],https://i.ytimg.com/vi/AEOcss20nDA/hqdefault.jpg,0,python machine learning
F6XZoMKimM0,Как се стига от сурови данни до Machine Learning модел? В Skillo IT Academy ще намериш решението,https://i.ytimg.com/vi/F6XZoMKimM0/hqdefault.jpg,0,python machine learning
9UBqkUJVP4g,Neural Network Python | How to make a Neural Network in Python | Python Tutorial | Edureka,https://i.ytimg.com/vi/9UBqkUJVP4g/hqdefault.jpg,1,python machine learning
x20Kk6G0QkU,"DIY Machine Learning, Deep Learning, &amp; AI projects",https://i.ytimg.com/vi/x20Kk6G0QkU/hqdefault.jpg,0,python machine learning
bNS-gILMxwo,ТРЕНД 2026: ГОВОРИ — ОН ЗАПОМНИТ 🧠✨ #plaudnote #тренды,https://i.ytimg.com/vi/bNS-gILMxwo/hqdefault.jpg,0,python machine learning
9RN2Wr8xvro,Neural Networks Explained from Scratch using Python,https://i.ytimg.com/vi/9RN2Wr8xvro/hqdefault.jpg,1,python machine learning
0YdpwSYMY6I,All Machine Learning Models Clearly Explained!,https://i.ytimg.com/vi/0YdpwSYMY6I/hqdefault.jpg,0,python machine learning
cO9xmfsJJu4,Complete Math for Machine Learning and AI,https://i.ytimg.com/vi/cO9xmfsJJu4/hqdefault.jpg,0,python machine learning
EYeF2e2IKEo,Introduction to Neural Networks with Example in HINDI | Artificial Intelligence,https://i.ytimg.com/vi/EYeF2e2IKEo/hqdefault.jpg,0,python machine learning
cAkMcPfY_Ns,I Built a Neural Network from Scratch,https://i.ytimg.com/vi/cAkMcPfY_Ns/hqdefault.jpg,0,python machine learning
1dOx3jkVDCU,Lesson 5: Neural Network (Explained for Kids),https://i.ytimg.com/vi/1dOx3jkVDCU/hqdefault.jpg,0,python machine learning
FzVkDDjaRAY,Machine Learning Interview Questions asked 90% of the time | Check the Description Perfect eLearning,https://i.ytimg.com/vi/FzVkDDjaRAY/hqdefault.jpg,0,python machine learning
6Q4U3bjLO4o,Day In Life as an AI Engineer,https://i.ytimg.com/vi/6Q4U3bjLO4o/hqdefault.jpg,0,python machine learning
buYZZQvTcLk,MPPSC PRE-2026 | Unit-9: ICT | Machine Learning (मशीन लर्निंग) AI &amp; Technology | Sandeep Sir,https://i.ytimg.com/vi/buYZZQvTcLk/hqdefault.jpg,0,python machine learning
uCGZ1DZfm2o,Architecture of Recurrent Neural Networks (RNN),https://i.ytimg.com/vi/uCGZ1DZfm2o/hqdefault.jpg,0,python machine learning
uF53xsT7mjc,Theoretical Foundations of Graph Neural Networks,https://i.ytimg.com/vi/uF53xsT7mjc/hqdefault.jpg,0,python machine learning
PdSDhdciSpE,Machine Learning on Arduino Uno was a Good Idea,https://i.ytimg.com/vi/PdSDhdciSpE/hqdefault.jpg,0,python machine learning
4RIogWlIhk0,Machine Learning Roadmap #machinelearning,https://i.ytimg.com/vi/4RIogWlIhk0/hqdefault.jpg,0,python machine learning
T3y8M4JN0B4,Печать Связанной Воли | 2 серия #гаррипоттер #драмиона #дракомалфой #нейросети #гермиона,https://i.ytimg.com/vi/T3y8M4JN0B4/hqdefault.jpg,0,python machine learning
dW2KEYUlQL4,Candidate Elimination algorithm problem | VTU Machine Learning | BCS602,https://i.ytimg.com/vi/dW2KEYUlQL4/hqdefault.jpg,0,python machine learning
7Es1ZWiMq0Y,Physics Informed Neural Networks (PINNs): Solving the Burgers Equation Step-by-Step Tutorial,https://i.ytimg.com/vi/7Es1ZWiMq0Y/hqdefault.jpg,0,python machine learning
awDWqhQfPbM,Neurons Explained: How Neural Networks Actually Learn,https://i.ytimg.com/vi/awDWqhQfPbM/hqdefault.jpg,0,python machine learning
